dma,State,geoCode,Year,cancer,cardiovascular,depression,diabetes,diarrhea,obesity,rehab,stroke,vaccine
Des Moines-Ames IA,IA,679,2014,71,33,65,74,65,48,61,53,66
Des Moines-Ames IA,IA,679,2015,61,39,71,71,75,63,58,52,66
Des Moines-Ames IA,IA,679,2016,60,45,62,77,73,60,41,52,64
Des Moines-Ames IA,IA,679,2017,61,33,63,77,70,60,42,62,80
Detroit MI,MI,505,2004,47,6,45,34,15,27,14,16,31
Detroit MI,MI,505,2005,66,14,11,20,22,18,20,43,27
Detroit MI,MI,505,2006,52,21,24,36,38,25,27,23,34
Detroit MI,MI,505,2007,68,36,38,50,20,30,31,57,37
Detroit MI,MI,505,2008,67,25,33,43,53,23,52,63,23
Detroit MI,MI,505,2009,61,27,20,58,54,38,39,57,38
Detroit MI,MI,505,2010,68,57,28,39,27,29,54,43,42
Detroit MI,MI,505,2011,58,45,56,59,64,32,62,59,53
Detroit MI,MI,505,2012,59,38,62,52,59,41,56,54,46
Detroit MI,MI,505,2013,66,38,65,62,65,45,57,63,58
Detroit MI,MI,505,2014,74,42,58,65,65,37,64,59,58
Detroit MI,MI,505,2015,67,40,61,65,69,46,64,54,57
Detroit MI,MI,505,2016,66,48,58,73,71,43,57,60,61
Detroit MI,MI,505,2017,69,38,61,74,70,45,57,66,73
Dothan AL,AL,606,2004,46,11,20,41,29,75,26,30,51
Dothan AL,AL,606,2005,64,26,11,17,57,13,15,88,31
Dothan AL,AL,606,2006,43,17,19,27,38,30,48,38,14
Dothan AL,AL,606,2007,55,34,36,63,26,36,43,60,32
Dothan AL,AL,606,2008,54,13,34,38,81,22,95,72,19
Dothan AL,AL,606,2009,55,27,16,63,53,36,47,38,34
Dothan AL,AL,606,2010,60,62,27,36,35,25,68,40,37
Dothan AL,AL,606,2011,57,25,66,71,65,25,75,54,51
Dothan AL,AL,606,2012,54,26,56,52,71,28,55,65,41
Dothan AL,AL,606,2013,61,24,62,64,69,28,54,82,46
Dothan AL,AL,606,2014,72,42,62,70,80,35,70,72,58
Dothan AL,AL,606,2015,71,41,63,74,75,41,62,53,44
Dothan AL,AL,606,2016,64,45,65,72,91,40,63,65,54
Dothan AL,AL,606,2017,63,24,66,79,78,50,61,84,68
Duluth MN-Superior WI,WI,676,2004,45,9,64,45,23,59,9,15,57
Duluth MN-Superior WI,WI,676,2005,66,12,15,21,28,31,20,40,28
Duluth MN-Superior WI,WI,676,2006,52,19,33,42,32,35,31,25,57
Duluth MN-Superior WI,WI,676,2007,65,36,44,53,24,44,30,72,47
Duluth MN-Superior WI,WI,676,2008,65,18,43,56,55,36,62,80,26
Duluth MN-Superior WI,WI,676,2009,59,19,22,64,62,43,44,73,36
Duluth MN-Superior WI,WI,676,2010,63,40,36,42,23,38,46,54,51
Duluth MN-Superior WI,WI,676,2011,61,37,72,74,71,59,54,78,69
Duluth MN-Superior WI,WI,676,2012,61,46,90,75,66,58,53,83,71
Duluth MN-Superior WI,WI,676,2013,64,38,91,76,72,57,52,100,69
Duluth MN-Superior WI,WI,676,2014,74,50,76,79,66,55,55,79,67
Duluth MN-Superior WI,WI,676,2015,68,53,78,76,75,61,47,73,64
Duluth MN-Superior WI,WI,676,2016,65,46,72,82,73,68,41,82,61
Duluth MN-Superior WI,WI,676,2017,65,29,74,85,69,66,41,96,78
El Paso TX,TX,765,2004,43,5,43,46,7,51,8,13,28
El Paso TX,TX,765,2005,51,17,11,35,18,26,16,34,21
El Paso TX,TX,765,2006,40,24,24,47,18,42,19,18,40
El Paso TX,TX,765,2007,57,33,35,73,15,46,29,47,50
El Paso TX,TX,765,2008,54,19,24,54,49,37,39,39,20
El Paso TX,TX,765,2009,47,26,20,70,42,42,27,41,32
El Paso TX,TX,765,2010,49,63,26,47,26,42,39,31,41
El Paso TX,TX,765,2011,51,45,57,72,64,48,50,44,49
El Paso TX,TX,765,2012,55,44,69,69,60,64,43,40,71
El Paso TX,TX,765,2013,58,38,75,82,65,64,43,49,76
El Paso TX,TX,765,2014,68,62,66,84,65,61,42,42,68
El Paso TX,TX,765,2015,50,60,53,77,52,59,31,38,50
El Paso TX,TX,765,2016,61,63,59,94,68,58,40,47,56
El Paso TX,TX,765,2017,59,52,67,82,66,53,39,53,70
Elmira NY,NY,565,2004,41,0,27,40,25,85,15,28,29
Elmira NY,NY,565,2005,66,18,10,26,49,13,11,73,33
Elmira NY,NY,565,2006,42,20,17,39,40,29,16,17,76
Elmira NY,NY,565,2007,65,15,41,44,23,31,28,72,35
Elmira NY,NY,565,2008,61,9,34,32,24,28,38,57,21
Elmira NY,NY,565,2009,55,0,21,43,51,37,29,59,36
Elmira NY,NY,565,2010,64,38,26,33,30,34,51,40,45
Elmira NY,NY,565,2011,62,22,60,66,70,35,49,63,56
Elmira NY,NY,565,2012,69,22,73,57,73,57,54,54,59
Elmira NY,NY,565,2013,74,36,73,75,79,72,44,66,60
Elmira NY,NY,565,2014,74,29,63,63,71,56,43,50,64
Elmira NY,NY,565,2015,64,18,69,72,84,60,43,67,69
Elmira NY,NY,565,2016,69,30,67,83,87,49,44,70,76
Elmira NY,NY,565,2017,65,13,72,68,83,43,42,65,71
Erie PA,PA,516,2004,53,14,50,44,8,53,25,17,43
Erie PA,PA,516,2005,73,14,16,29,33,30,20,48,34
Erie PA,PA,516,2006,61,23,32,47,52,38,21,29,43
Erie PA,PA,516,2007,79,14,43,56,18,52,42,72,53
Erie PA,PA,516,2008,84,26,38,56,49,38,69,60,37
Erie PA,PA,516,2009,64,33,29,80,59,64,39,91,38
Erie PA,PA,516,2010,80,30,40,48,31,39,60,49,53
Erie PA,PA,516,2011,68,53,75,72,73,44,68,68,63
Erie PA,PA,516,2012,68,30,84,63,68,64,69,65,58
Erie PA,PA,516,2013,72,32,82,72,79,58,60,71,67
Erie PA,PA,516,2014,83,47,71,76,73,42,70,65,63
Erie PA,PA,516,2015,68,52,77,70,80,63,66,61,56
Erie PA,PA,516,2016,74,38,70,80,78,46,50,64,64
Erie PA,PA,516,2017,69,34,72,83,75,57,60,73,85
Eugene OR,OR,801,2004,41,9,44,40,11,39,15,19,42
Eugene OR,OR,801,2005,64,26,15,22,17,28,26,46,23
Eugene OR,OR,801,2006,45,16,24,39,30,28,29,23,49
Eugene OR,OR,801,2007,55,27,39,57,24,35,33,54,43
Eugene OR,OR,801,2008,54,20,35,43,49,35,42,68,25
Eugene OR,OR,801,2009,53,19,21,53,47,51,35,59,39
Eugene OR,OR,801,2010,57,37,31,35,29,39,44,44,50
Eugene OR,OR,801,2011,53,37,60,62,64,43,53,61,58
Eugene OR,OR,801,2012,53,33,72,60,53,65,46,59,59
Eugene OR,OR,801,2013,57,33,73,69,63,62,44,65,72
Eugene OR,OR,801,2014,65,41,65,71,65,62,49,66,68
Eugene OR,OR,801,2015,59,33,66,70,66,70,47,61,87
Eugene OR,OR,801,2016,59,47,63,78,66,75,44,65,75
Eugene OR,OR,801,2017,61,31,59,79,65,86,40,75,80
Eureka CA,CA,802,2004,33,0,49,23,17,0,25,13,49
Eureka CA,CA,802,2005,53,13,15,14,18,20,16,36,33
Eureka CA,CA,802,2006,43,0,39,46,24,29,34,23,26
Eureka CA,CA,802,2007,46,28,46,53,36,48,23,72,31
Eureka CA,CA,802,2008,58,14,40,41,48,32,56,94,25
Eureka CA,CA,802,2009,49,13,22,49,50,27,31,47,41
Eureka CA,CA,802,2010,61,37,21,45,28,21,62,38,65
Eureka CA,CA,802,2011,57,15,67,55,48,32,59,42,69
Eureka CA,CA,802,2012,54,26,84,57,54,42,51,61,49
Eureka CA,CA,802,2013,56,13,54,54,70,33,48,61,51
Eureka CA,CA,802,2014,58,29,68,65,64,51,50,51,78
Eureka CA,CA,802,2015,59,29,74,60,59,51,46,51,90
Eureka CA,CA,802,2016,55,29,62,64,56,46,47,61,66
Eureka CA,CA,802,2017,61,35,67,66,61,47,43,76,84
Evansville IN,IN,649,2004,53,6,55,37,11,35,26,22,20
Evansville IN,IN,649,2005,61,22,12,26,21,23,37,41,22
Evansville IN,IN,649,2006,52,12,23,49,38,27,53,20,40
Evansville IN,IN,649,2007,71,26,44,72,27,47,41,67,46
Evansville IN,IN,649,2008,69,24,32,51,57,19,63,65,23
Evansville IN,IN,649,2009,59,15,21,61,57,28,47,58,36
Evansville IN,IN,649,2010,67,40,28,49,39,29,75,45,49
Evansville IN,IN,649,2011,63,39,68,73,71,41,71,64,57
Evansville IN,IN,649,2012,66,36,73,64,77,58,66,60,56
Evansville IN,IN,649,2013,66,29,78,73,76,62,64,72,60
Evansville IN,IN,649,2014,74,38,70,80,82,53,74,67,65
Evansville IN,IN,649,2015,68,41,75,79,81,64,63,64,60
Evansville IN,IN,649,2016,68,39,70,83,81,49,55,75,58
Evansville IN,IN,649,2017,66,36,71,75,83,51,61,70,67
Fairbanks AK,AK,745,2004,36,12,47,36,18,52,0,32,43
Fairbanks AK,AK,745,2005,51,21,12,25,28,13,12,59,41
Fairbanks AK,AK,745,2006,39,12,16,41,17,21,8,22,65
Fairbanks AK,AK,745,2007,56,16,27,42,16,49,9,59,50
Fairbanks AK,AK,745,2008,53,17,40,42,17,27,38,77,23
Fairbanks AK,AK,745,2009,44,7,19,50,49,52,23,36,35
Fairbanks AK,AK,745,2010,39,52,25,34,22,31,23,43,39
Fairbanks AK,AK,745,2011,48,28,56,70,57,31,34,57,62
Fairbanks AK,AK,745,2012,45,18,65,57,60,55,23,56,51
Fairbanks AK,AK,745,2013,50,20,63,56,59,54,28,64,53
Fairbanks AK,AK,745,2014,61,23,61,58,61,33,32,66,47
Fairbanks AK,AK,745,2015,49,50,77,73,69,56,25,63,55
Fairbanks AK,AK,745,2016,47,45,56,66,75,61,24,75,77
Fairbanks AK,AK,745,2017,52,14,58,80,80,51,19,72,76
Fargo-Valley City ND,ND,724,2004,45,6,53,38,17,32,10,17,35
Fargo-Valley City ND,ND,724,2005,77,19,14,27,14,24,20,48,35
Fargo-Valley City ND,ND,724,2006,51,24,28,51,61,34,27,26,47
Fargo-Valley City ND,ND,724,2007,65,29,48,63,13,64,28,65,47
Fargo-Valley City ND,ND,724,2008,68,22,35,53,59,35,48,79,27
Fargo-Valley City ND,ND,724,2009,63,24,22,70,62,56,36,57,37
Fargo-Valley City ND,ND,724,2010,61,52,29,43,31,41,48,48,55
Fargo-Valley City ND,ND,724,2011,58,42,65,71,68,44,47,66,63
Fargo-Valley City ND,ND,724,2012,61,50,80,72,61,53,45,65,61
Fargo-Valley City ND,ND,724,2013,62,39,74,78,73,70,37,75,67
Fargo-Valley City ND,ND,724,2014,71,50,67,85,66,62,44,71,68
Fargo-Valley City ND,ND,724,2015,63,43,75,78,75,59,41,65,66
Fargo-Valley City ND,ND,724,2016,63,51,65,81,76,67,39,80,68
Fargo-Valley City ND,ND,724,2017,66,37,69,81,80,57,41,86,76
Flint-Saginaw-Bay City MI,MI,513,2004,43,8,50,31,19,48,12,17,34
Flint-Saginaw-Bay City MI,MI,513,2005,64,12,12,19,19,23,19,41,25
Flint-Saginaw-Bay City MI,MI,513,2006,50,22,28,33,38,30,19,26,33
Flint-Saginaw-Bay City MI,MI,513,2007,68,42,44,46,15,41,30,62,35
Flint-Saginaw-Bay City MI,MI,513,2008,65,23,38,43,47,40,53,58,20
Flint-Saginaw-Bay City MI,MI,513,2009,59,17,24,58,58,46,41,58,36
Flint-Saginaw-Bay City MI,MI,513,2010,64,48,33,38,32,39,61,45,42
Flint-Saginaw-Bay City MI,MI,513,2011,61,43,68,66,63,48,64,66,54
Flint-Saginaw-Bay City MI,MI,513,2012,65,39,69,57,67,57,60,64,49
Flint-Saginaw-Bay City MI,MI,513,2013,65,34,67,63,78,52,55,81,58
Flint-Saginaw-Bay City MI,MI,513,2014,76,46,71,72,70,51,59,72,56
Flint-Saginaw-Bay City MI,MI,513,2015,69,54,77,70,73,64,60,70,66
Flint-Saginaw-Bay City MI,MI,513,2016,70,50,65,77,80,57,53,76,63
Flint-Saginaw-Bay City MI,MI,513,2017,69,47,72,76,76,63,54,79,76
Florence-Myrtle Beach SC,SC,570,2004,55,5,52,41,10,43,31,24,24
Florence-Myrtle Beach SC,SC,570,2005,66,31,13,23,26,17,30,44,33
Florence-Myrtle Beach SC,SC,570,2006,46,20,31,47,25,20,27,24,33
Florence-Myrtle Beach SC,SC,570,2007,69,49,39,70,14,39,34,44,36
Florence-Myrtle Beach SC,SC,570,2008,62,15,35,44,36,26,67,51,16
Florence-Myrtle Beach SC,SC,570,2009,59,25,23,62,62,40,37,58,30
Florence-Myrtle Beach SC,SC,570,2010,63,38,31,34,27,43,41,37,37
Florence-Myrtle Beach SC,SC,570,2011,62,35,59,70,59,48,60,51,37
Florence-Myrtle Beach SC,SC,570,2012,63,25,69,60,55,51,56,58,37
Florence-Myrtle Beach SC,SC,570,2013,68,36,68,67,61,57,44,65,47
Florence-Myrtle Beach SC,SC,570,2014,73,33,55,62,69,34,58,63,43
Florence-Myrtle Beach SC,SC,570,2015,61,24,54,61,69,26,69,62,37
Florence-Myrtle Beach SC,SC,570,2016,63,38,55,71,65,42,46,63,49
Florence-Myrtle Beach SC,SC,570,2017,61,30,58,73,69,42,48,70,55
Fresno-Visalia CA,CA,866,2004,34,7,48,34,5,33,16,13,19
Fresno-Visalia CA,CA,866,2005,54,17,13,21,27,24,21,35,17
Fresno-Visalia CA,CA,866,2006,42,15,21,35,30,40,26,20,25
Fresno-Visalia CA,CA,866,2007,51,37,34,54,14,41,31,43,23
Fresno-Visalia CA,CA,866,2008,52,20,32,39,45,31,49,48,16
Fresno-Visalia CA,CA,866,2009,48,18,20,59,45,45,39,45,29
Fresno-Visalia CA,CA,866,2010,54,48,25,39,26,31,51,32,39
Fresno-Visalia CA,CA,866,2011,45,25,43,47,46,26,47,39,36
Fresno-Visalia CA,CA,866,2012,49,30,59,48,52,49,47,48,36
Fresno-Visalia CA,CA,866,2013,56,40,67,68,66,59,43,58,54
Fresno-Visalia CA,CA,866,2014,66,38,63,69,66,52,53,51,60
Fresno-Visalia CA,CA,866,2015,61,42,64,65,67,58,52,51,58
Fresno-Visalia CA,CA,866,2016,55,55,61,81,73,64,36,52,51
Fresno-Visalia CA,CA,866,2017,56,42,68,77,73,63,36,61,61
Ft. Myers-Naples FL,FL,571,2004,48,6,27,21,10,25,18,11,20
Ft. Myers-Naples FL,FL,571,2005,71,12,9,23,14,13,23,41,20
Ft. Myers-Naples FL,FL,571,2006,58,15,16,37,40,22,29,25,23
Ft. Myers-Naples FL,FL,571,2007,71,33,31,51,17,26,30,58,38
Ft. Myers-Naples FL,FL,571,2008,77,34,31,40,40,16,63,74,18
Ft. Myers-Naples FL,FL,571,2009,63,25,20,60,49,27,40,52,34
Ft. Myers-Naples FL,FL,571,2010,71,43,24,36,29,35,61,39,35
Ft. Myers-Naples FL,FL,571,2011,65,45,49,62,67,29,61,63,46
Ft. Myers-Naples FL,FL,571,2012,66,42,57,52,58,34,62,70,49
Ft. Myers-Naples FL,FL,571,2013,74,38,58,64,69,40,56,82,60
Ft. Myers-Naples FL,FL,571,2014,87,38,50,68,67,28,65,66,55
Ft. Myers-Naples FL,FL,571,2015,76,44,52,64,68,43,59,68,60
Ft. Myers-Naples FL,FL,571,2016,75,46,48,72,63,37,52,68,50
Ft. Myers-Naples FL,FL,571,2017,76,35,50,71,64,42,57,77,62
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2004,48,5,34,36,12,50,23,18,17
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2005,62,11,12,23,19,27,21,41,25
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2006,44,19,25,37,19,21,28,19,32
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2007,57,36,35,51,21,32,38,46,23
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2008,52,15,29,38,49,25,56,55,19
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2009,49,17,18,51,58,43,49,55,27
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2010,60,44,23,33,27,25,65,33,45
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2011,55,35,57,65,66,35,71,57,62
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2012,54,30,71,58,69,50,77,57,56
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2013,60,25,73,66,68,55,64,66,62
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2014,65,28,67,71,69,39,69,55,75
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2015,60,43,69,64,71,53,72,49,57
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2016,58,38,63,75,77,45,71,58,69
Ft. Smith-Fayetteville-Springdale-Rogers AR,AR,670,2017,59,25,61,80,78,47,74,65,73
Ft. Wayne IN,IN,509,2004,42,4,50,36,15,25,15,14,25
Ft. Wayne IN,IN,509,2005,60,13,10,20,24,25,20,43,32
Ft. Wayne IN,IN,509,2006,51,17,26,38,37,26,24,26,48
Ft. Wayne IN,IN,509,2007,66,24,44,55,20,43,29,53,37
Ft. Wayne IN,IN,509,2008,70,19,33,48,55,28,49,55,23
Ft. Wayne IN,IN,509,2009,64,17,25,72,67,45,35,62,35
Ft. Wayne IN,IN,509,2010,65,56,30,43,29,32,47,45,38
Ft. Wayne IN,IN,509,2011,59,34,63,71,70,43,51,58,47
Ft. Wayne IN,IN,509,2012,61,42,73,62,62,56,47,57,51
Ft. Wayne IN,IN,509,2013,64,29,78,73,70,56,42,67,59
Ft. Wayne IN,IN,509,2014,75,39,72,68,72,51,58,63,64
Ft. Wayne IN,IN,509,2015,66,53,81,78,71,64,55,58,65
Ft. Wayne IN,IN,509,2016,64,54,64,84,77,55,44,61,56
Ft. Wayne IN,IN,509,2017,66,36,69,81,73,49,43,67,62
Gainesville FL,FL,592,2004,45,11,36,51,15,35,25,22,53
Gainesville FL,FL,592,2005,78,34,11,29,38,28,37,53,37
Gainesville FL,FL,592,2006,55,30,23,43,50,39,47,33,53
Gainesville FL,FL,592,2007,76,64,40,74,27,49,48,75,56
Gainesville FL,FL,592,2008,71,40,31,62,61,45,73,83,29
Gainesville FL,FL,592,2009,71,38,20,77,61,86,57,89,37
Gainesville FL,FL,592,2010,74,86,28,43,32,50,72,53,64
Gainesville FL,FL,592,2011,67,63,58,80,65,67,76,76,80
Gainesville FL,FL,592,2012,67,75,63,78,60,87,72,70,78
Gainesville FL,FL,592,2013,70,71,71,80,71,91,61,81,86
Gainesville FL,FL,592,2014,82,86,66,85,62,81,77,83,100
Gainesville FL,FL,592,2015,72,86,65,85,66,99,71,74,82
Gainesville FL,FL,592,2016,77,97,69,95,64,93,69,77,84
Gainesville FL,FL,592,2017,74,73,60,92,67,94,72,85,100
Glendive MT,MT,798,2004,43,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2005,70,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2006,100,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2007,99,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2008,85,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2009,64,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2010,76,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2011,47,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2012,62,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2013,52,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2014,95,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2015,72,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2016,63,0,0,0,0,0,0,0,0
Glendive MT,MT,798,2017,58,0,0,0,0,0,0,0,0
Grand Junction-Montrose CO,CO,773,2004,39,11,57,28,45,57,14,8,26
Grand Junction-Montrose CO,CO,773,2005,52,0,15,25,37,14,22,65,23
Grand Junction-Montrose CO,CO,773,2006,48,22,27,34,67,35,29,14,31
Grand Junction-Montrose CO,CO,773,2007,50,12,48,48,11,50,30,37,33
Grand Junction-Montrose CO,CO,773,2008,54,15,33,52,46,31,57,53,30
Grand Junction-Montrose CO,CO,773,2009,57,18,28,74,53,65,31,54,39
Grand Junction-Montrose CO,CO,773,2010,53,38,36,34,28,48,54,41,47
Grand Junction-Montrose CO,CO,773,2011,57,31,63,66,67,38,53,66,60
Grand Junction-Montrose CO,CO,773,2012,64,22,75,59,64,58,41,73,51
Grand Junction-Montrose CO,CO,773,2013,65,36,75,65,64,59,44,91,61
Grand Junction-Montrose CO,CO,773,2014,71,29,60,65,58,61,53,68,58
Grand Junction-Montrose CO,CO,773,2015,63,24,71,75,65,53,48,66,69
Grand Junction-Montrose CO,CO,773,2016,62,43,64,76,70,54,38,69,68
Grand Junction-Montrose CO,CO,773,2017,57,19,61,72,66,56,43,74,68
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2004,43,7,49,39,11,46,14,19,26
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2005,63,11,13,22,23,24,26,45,24
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2006,48,20,27,37,36,26,28,24,37
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2007,62,30,43,49,17,38,31,54,37
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2008,62,22,35,40,54,34,54,60,23
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2009,55,17,23,55,53,45,33,57,31
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2010,64,41,29,40,27,40,55,43,47
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2011,56,32,64,61,60,41,59,58,53
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2012,59,30,75,56,61,56,51,62,57
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2013,62,34,73,67,66,56,49,67,62
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2014,71,36,69,69,63,51,56,61,63
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2015,65,42,74,70,67,61,54,61,63
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2016,64,44,64,70,71,48,44,64,61
Grand Rapids-Kalamazoo-Battle Creek MI,MI,563,2017,63,35,69,72,72,51,44,72,70
Great Falls MT,MT,755,2004,46,12,54,34,0,32,15,34,72
Great Falls MT,MT,755,2005,69,22,23,23,22,12,19,40,45
Great Falls MT,MT,755,2006,44,22,34,40,50,31,16,42,60
Great Falls MT,MT,755,2007,50,30,33,52,11,32,17,80,43
Great Falls MT,MT,755,2008,50,24,33,31,53,19,55,69,22
Great Falls MT,MT,755,2009,54,9,21,64,61,30,34,36,29
Great Falls MT,MT,755,2010,49,17,30,52,34,30,50,47,64
Great Falls MT,MT,755,2011,50,30,74,75,69,31,49,72,65
Great Falls MT,MT,755,2012,57,34,69,61,62,68,41,62,73
Great Falls MT,MT,755,2013,67,42,69,69,63,68,39,66,67
Great Falls MT,MT,755,2014,71,42,68,75,90,57,53,74,75
Great Falls MT,MT,755,2015,57,41,79,65,61,42,47,58,75
Great Falls MT,MT,755,2016,62,32,66,74,89,43,33,94,63
Great Falls MT,MT,755,2017,60,31,53,80,92,40,33,79,85
Green Bay-Appleton WI,WI,658,2004,44,7,51,34,15,29,13,16,23
Green Bay-Appleton WI,WI,658,2005,56,7,14,18,17,17,18,40,24
Green Bay-Appleton WI,WI,658,2006,48,15,27,38,37,25,22,22,34
Green Bay-Appleton WI,WI,658,2007,58,29,41,44,17,27,23,52,36
Green Bay-Appleton WI,WI,658,2008,60,14,35,45,55,25,54,64,24
Green Bay-Appleton WI,WI,658,2009,58,13,20,55,59,44,32,64,36
Green Bay-Appleton WI,WI,658,2010,62,43,29,35,29,28,49,41,43
Green Bay-Appleton WI,WI,658,2011,56,29,60,57,61,35,50,61,53
Green Bay-Appleton WI,WI,658,2012,60,28,69,54,59,51,44,63,55
Green Bay-Appleton WI,WI,658,2013,60,25,75,64,67,56,42,65,60
Green Bay-Appleton WI,WI,658,2014,68,31,67,67,63,49,50,58,62
Green Bay-Appleton WI,WI,658,2015,63,29,72,60,65,59,44,57,63
Green Bay-Appleton WI,WI,658,2016,61,34,62,69,70,50,36,65,61
Green Bay-Appleton WI,WI,658,2017,63,29,64,63,74,51,37,71,74
Greensboro-High Point-Winston Salem NC,NC,518,2004,47,10,45,37,13,32,24,15,29
Greensboro-High Point-Winston Salem NC,NC,518,2005,66,16,11,27,33,24,26,54,27
Greensboro-High Point-Winston Salem NC,NC,518,2006,54,20,21,43,45,30,35,22,33
Greensboro-High Point-Winston Salem NC,NC,518,2007,65,31,35,57,22,34,39,54,36
Greensboro-High Point-Winston Salem NC,NC,518,2008,70,21,28,48,45,31,60,68,22
Greensboro-High Point-Winston Salem NC,NC,518,2009,61,15,19,66,57,48,45,51,32
Greensboro-High Point-Winston Salem NC,NC,518,2010,67,39,26,42,27,36,63,41,43
Greensboro-High Point-Winston Salem NC,NC,518,2011,63,37,58,70,64,48,72,60,53
Greensboro-High Point-Winston Salem NC,NC,518,2012,64,34,66,64,59,58,62,61,59
Greensboro-High Point-Winston Salem NC,NC,518,2013,69,41,65,70,63,60,58,70,63
Greensboro-High Point-Winston Salem NC,NC,518,2014,76,52,64,77,63,53,63,63,63
Greensboro-High Point-Winston Salem NC,NC,518,2015,66,54,63,75,64,68,64,58,61
Greensboro-High Point-Winston Salem NC,NC,518,2016,66,48,58,80,66,59,61,64,61
Greensboro-High Point-Winston Salem NC,NC,518,2017,68,39,60,80,69,52,68,71,70
Greenville-New Bern-Washington NC,NC,545,2004,46,10,33,54,22,65,28,18,35
Greenville-New Bern-Washington NC,NC,545,2005,67,18,11,32,32,35,20,45,29
Greenville-New Bern-Washington NC,NC,545,2006,46,25,23,50,35,39,41,29,44
Greenville-New Bern-Washington NC,NC,545,2007,72,48,39,50,25,51,41,67,43
Greenville-New Bern-Washington NC,NC,545,2008,70,41,33,52,54,43,76,63,27
Greenville-New Bern-Washington NC,NC,545,2009,64,24,24,79,68,68,48,68,34
Greenville-New Bern-Washington NC,NC,545,2010,68,40,29,46,36,47,67,61,52
Greenville-New Bern-Washington NC,NC,545,2011,58,54,56,66,70,47,61,66,62
Greenville-New Bern-Washington NC,NC,545,2012,62,51,68,70,69,73,61,68,57
Greenville-New Bern-Washington NC,NC,545,2013,63,45,69,70,70,69,48,74,68
Greenville-New Bern-Washington NC,NC,545,2014,74,42,60,72,75,44,58,71,62
Greenville-New Bern-Washington NC,NC,545,2015,64,38,62,72,75,53,56,63,57
Greenville-New Bern-Washington NC,NC,545,2016,65,47,60,78,74,58,51,74,59
Greenville-New Bern-Washington NC,NC,545,2017,64,41,62,78,74,58,53,84,72
Greenville-Spartanburg SC-Asheville NC-Anderson SC,SC,567,2004,42,6,40,37,14,26,17,16,23
Greenville-Spartanburg SC-Asheville NC-Anderson SC,SC,567,2005,63,10,11,21,24,17,28,38,22
Greenville-Spartanburg SC-Asheville NC-Anderson SC,SC,567,2006,49,20,21,38,47,21,31,21,36
Greenville-Spartanburg SC-Asheville NC-Anderson SC,SC,567,2007,65,24,38,49,19,29,34,51,39
Greenville-Spartanburg SC-Asheville NC-Anderson SC,SC,567,2008,65,19,33,43,57,27,56,66,22
Greenville-Spartanburg SC-Asheville NC-Anderson SC,SC,567,2009,61,22,20,58,62,36,44,54,32
Greenville-Spartanburg SC-Asheville NC-Anderson SC,SC,567,2010,64,42,28,39,31,29,58,43,45
Greenville-Spartanburg SC-Asheville NC-Anderson SC,SC,567,2011,61,34,58,67,67,32,62,61,58
Greenville-Spartanburg SC-Asheville NC-Anderson SC,SC,567,2012,63,34,69,59,66,47,61,64,60
Greenville-Spartanburg SC-Asheville NC-Anderson SC,SC,567,2013,68,30,68,69,70,49,60,71,67
