dma,State,geoCode,Year,cancer,cardiovascular,depression,diabetes,diarrhea,obesity,rehab,stroke,vaccine
Tampa-St. Petersburg (Sarasota) FL,FL,539,2009,63,21,17,55,53,27,52,59,30
Tampa-St. Petersburg (Sarasota) FL,FL,539,2010,68,49,23,36,29,21,68,41,40
Tampa-St. Petersburg (Sarasota) FL,FL,539,2011,62,38,47,61,60,23,75,61,50
Tampa-St. Petersburg (Sarasota) FL,FL,539,2012,66,48,58,59,59,41,77,62,51
Tampa-St. Petersburg (Sarasota) FL,FL,539,2013,72,41,57,64,66,41,68,68,56
Tampa-St. Petersburg (Sarasota) FL,FL,539,2014,81,51,52,67,68,37,73,61,56
Tampa-St. Petersburg (Sarasota) FL,FL,539,2015,72,46,53,68,68,49,72,58,54
Tampa-St. Petersburg (Sarasota) FL,FL,539,2016,72,49,55,72,64,41,66,63,55
Tampa-St. Petersburg (Sarasota) FL,FL,539,2017,73,40,53,77,69,45,71,69,70
Terre Haute IN,IN,581,2004,36,6,74,39,39,95,13,25,38
Terre Haute IN,IN,581,2005,62,21,11,20,18,18,32,39,28
Terre Haute IN,IN,581,2006,50,29,32,37,38,34,36,30,41
Terre Haute IN,IN,581,2007,66,23,48,67,17,39,40,56,49
Terre Haute IN,IN,581,2008,76,19,42,50,53,42,53,40,24
Terre Haute IN,IN,581,2009,60,20,27,64,51,79,40,73,49
Terre Haute IN,IN,581,2010,65,31,32,52,35,50,48,45,45
Terre Haute IN,IN,581,2011,58,40,77,90,64,54,70,66,61
Terre Haute IN,IN,581,2012,58,45,85,69,68,71,51,75,49
Terre Haute IN,IN,581,2013,64,49,88,76,65,87,46,71,63
Terre Haute IN,IN,581,2014,74,34,71,74,78,61,53,64,62
Terre Haute IN,IN,581,2015,66,46,73,76,80,74,60,57,50
Terre Haute IN,IN,581,2016,63,52,73,79,86,62,47,68,70
Terre Haute IN,IN,581,2017,63,35,73,73,79,54,44,83,77
Toledo OH,OH,547,2004,40,7,35,37,11,47,23,13,38
Toledo OH,OH,547,2005,65,18,13,26,29,33,25,42,20
Toledo OH,OH,547,2006,55,27,29,44,47,36,34,22,35
Toledo OH,OH,547,2007,65,27,37,60,22,37,37,53,35
Toledo OH,OH,547,2008,67,29,34,47,50,35,64,61,23
Toledo OH,OH,547,2009,61,22,21,68,55,55,49,54,40
Toledo OH,OH,547,2010,67,44,32,42,29,42,68,39,46
Toledo OH,OH,547,2011,59,40,63,72,68,51,63,57,55
Toledo OH,OH,547,2012,62,44,71,65,58,72,62,59,51
Toledo OH,OH,547,2013,69,37,70,71,67,68,57,64,63
Toledo OH,OH,547,2014,76,49,69,76,67,59,74,66,64
Toledo OH,OH,547,2015,69,52,72,77,75,60,67,62,63
Toledo OH,OH,547,2016,67,41,67,80,76,54,56,60,68
Toledo OH,OH,547,2017,68,35,71,81,80,57,57,67,74
Topeka KS,KS,605,2004,40,5,39,34,19,33,13,15,37
Topeka KS,KS,605,2005,59,12,10,22,17,26,21,25,19
Topeka KS,KS,605,2006,46,24,18,37,41,29,22,25,44
Topeka KS,KS,605,2007,54,26,40,64,26,44,22,54,58
Topeka KS,KS,605,2008,65,17,32,42,55,38,54,50,28
Topeka KS,KS,605,2009,61,36,22,70,50,48,36,53,49
Topeka KS,KS,605,2010,62,51,26,40,31,41,50,41,46
Topeka KS,KS,605,2011,55,27,62,66,68,44,53,58,64
Topeka KS,KS,605,2012,59,36,74,66,52,77,50,57,69
Topeka KS,KS,605,2013,57,30,71,70,70,73,48,60,75
Topeka KS,KS,605,2014,69,35,64,63,70,47,52,61,66
Topeka KS,KS,605,2015,57,33,64,69,71,75,48,58,70
Topeka KS,KS,605,2016,62,44,63,73,76,65,43,58,71
Topeka KS,KS,605,2017,65,35,71,73,77,61,47,67,81
Traverse City-Cadillac MI,MI,540,2004,46,11,79,32,23,68,17,11,35
Traverse City-Cadillac MI,MI,540,2005,63,15,17,19,21,28,7,50,37
Traverse City-Cadillac MI,MI,540,2006,50,18,25,26,35,41,19,23,38
Traverse City-Cadillac MI,MI,540,2007,60,31,43,70,16,36,29,70,42
Traverse City-Cadillac MI,MI,540,2008,71,9,33,48,63,26,71,100,29
Traverse City-Cadillac MI,MI,540,2009,62,20,24,71,69,55,43,63,38
Traverse City-Cadillac MI,MI,540,2010,71,37,27,42,22,31,53,52,62
Traverse City-Cadillac MI,MI,540,2011,62,32,60,72,57,41,53,73,58
Traverse City-Cadillac MI,MI,540,2012,60,27,76,63,59,56,56,65,62
Traverse City-Cadillac MI,MI,540,2013,62,35,89,61,71,62,49,86,67
Traverse City-Cadillac MI,MI,540,2014,74,31,74,71,67,45,54,74,76
Traverse City-Cadillac MI,MI,540,2015,64,34,76,69,70,57,49,65,71
Traverse City-Cadillac MI,MI,540,2016,66,32,65,69,74,52,43,81,59
Traverse City-Cadillac MI,MI,540,2017,69,30,66,68,75,48,45,87,72
Tri-Cities TN-VA,VA,531,2004,37,9,37,31,14,24,15,15,40
Tri-Cities TN-VA,VA,531,2005,61,15,13,26,34,18,20,47,23
Tri-Cities TN-VA,VA,531,2006,51,22,22,44,43,28,46,27,32
Tri-Cities TN-VA,VA,531,2007,65,45,41,65,26,27,29,67,39
Tri-Cities TN-VA,VA,531,2008,66,33,30,55,57,29,77,64,22
Tri-Cities TN-VA,VA,531,2009,59,30,19,62,66,37,55,73,39
Tri-Cities TN-VA,VA,531,2010,70,89,28,40,35,28,61,54,45
Tri-Cities TN-VA,VA,531,2011,71,79,66,89,83,36,62,72,71
Tri-Cities TN-VA,VA,531,2012,72,54,75,68,67,47,67,68,58
Tri-Cities TN-VA,VA,531,2013,79,55,78,72,81,50,60,79,76
Tri-Cities TN-VA,VA,531,2014,90,61,67,82,84,55,68,68,78
Tri-Cities TN-VA,VA,531,2015,78,62,70,85,89,60,63,60,78
Tri-Cities TN-VA,VA,531,2016,76,56,67,84,88,51,56,73,65
Tri-Cities TN-VA,VA,531,2017,75,39,67,84,89,50,55,84,91
Tucson (Sierra Vista) AZ,AZ,789,2004,41,5,34,38,18,24,15,18,32
Tucson (Sierra Vista) AZ,AZ,789,2005,64,9,9,24,20,18,16,44,35
Tucson (Sierra Vista) AZ,AZ,789,2006,48,13,21,40,41,24,20,22,39
Tucson (Sierra Vista) AZ,AZ,789,2007,62,25,36,56,23,29,28,46,37
Tucson (Sierra Vista) AZ,AZ,789,2008,64,19,30,49,58,25,54,66,25
Tucson (Sierra Vista) AZ,AZ,789,2009,56,17,21,61,59,38,39,51,34
Tucson (Sierra Vista) AZ,AZ,789,2010,61,43,25,40,30,29,49,39,43
Tucson (Sierra Vista) AZ,AZ,789,2011,59,37,58,70,66,40,57,57,66
Tucson (Sierra Vista) AZ,AZ,789,2012,60,35,68,66,60,54,45,61,58
Tucson (Sierra Vista) AZ,AZ,789,2013,65,38,73,72,66,66,43,60,69
Tucson (Sierra Vista) AZ,AZ,789,2014,71,44,65,82,72,57,46,55,67
Tucson (Sierra Vista) AZ,AZ,789,2015,66,40,68,77,68,62,44,52,72
Tucson (Sierra Vista) AZ,AZ,789,2016,67,45,62,83,76,60,46,57,67
Tucson (Sierra Vista) AZ,AZ,789,2017,65,27,63,79,73,55,49,64,78
Tulsa OK,OK,671,2004,35,4,36,39,17,18,21,19,44
Tulsa OK,OK,671,2005,57,10,9,24,20,16,34,41,25
Tulsa OK,OK,671,2006,50,17,18,44,29,22,33,26,27
Tulsa OK,OK,671,2007,63,21,28,52,17,18,39,54,30
Tulsa OK,OK,671,2008,63,9,27,43,38,20,63,55,18
Tulsa OK,OK,671,2009,60,20,16,60,51,33,39,58,28
Tulsa OK,OK,671,2010,62,30,24,43,26,24,52,45,40
Tulsa OK,OK,671,2011,59,31,50,66,61,33,59,61,51
Tulsa OK,OK,671,2012,64,27,61,64,64,45,58,62,56
Tulsa OK,OK,671,2013,65,30,68,69,69,52,53,67,61
Tulsa OK,OK,671,2014,63,38,57,64,62,33,50,58,53
Tulsa OK,OK,671,2015,43,25,41,51,44,32,32,44,39
Tulsa OK,OK,671,2016,57,35,50,69,64,37,52,56,53
Tulsa OK,OK,671,2017,60,29,57,80,59,52,77,61,61
Twin Falls ID,ID,760,2004,55,16,52,24,32,27,19,28,56
Twin Falls ID,ID,760,2005,57,27,10,22,36,32,32,50,24
Twin Falls ID,ID,760,2006,67,26,27,28,39,13,12,42,43
Twin Falls ID,ID,760,2007,59,27,31,66,17,41,30,80,38
Twin Falls ID,ID,760,2008,55,13,39,48,46,31,54,76,23
Twin Falls ID,ID,760,2009,58,21,21,48,46,58,36,85,32
Twin Falls ID,ID,760,2010,64,69,26,43,34,48,57,32,50
Twin Falls ID,ID,760,2011,51,38,65,56,54,52,63,44,42
Twin Falls ID,ID,760,2012,51,32,69,49,54,67,44,64,56
Twin Falls ID,ID,760,2013,58,27,73,59,69,66,46,73,53
Twin Falls ID,ID,760,2014,63,17,76,64,61,100,42,68,54
Twin Falls ID,ID,760,2015,56,43,83,69,59,67,39,54,50
Twin Falls ID,ID,760,2016,50,42,58,73,74,54,36,53,61
Twin Falls ID,ID,760,2017,49,33,65,69,75,47,31,71,68
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2004,44,9,58,56,12,30,28,19,26
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2005,64,27,9,27,33,28,29,44,50
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2006,48,28,25,42,54,27,37,19,41
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2007,52,30,36,51,29,36,45,54,39
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2008,66,19,29,45,39,26,63,59,24
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2009,53,28,21,60,65,42,46,49,27
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2010,56,50,25,39,33,36,58,43,42
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2011,54,38,60,80,60,51,82,62,61
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2012,57,52,70,60,61,48,60,62,62
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2013,62,45,59,71,76,55,59,74,68
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2014,68,73,65,77,79,41,66,68,74
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2015,61,66,70,80,74,55,58,59,68
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2016,62,60,64,86,77,51,51,71,68
Tyler-Longview(Lufkin & Nacogdoches) TX,TX,709,2017,64,46,63,81,80,47,54,83,74
Utica NY,NY,526,2004,42,19,63,29,19,49,31,19,100
Utica NY,NY,526,2005,64,42,10,20,23,29,20,37,39
Utica NY,NY,526,2006,46,33,24,29,24,38,42,26,33
Utica NY,NY,526,2007,52,16,41,54,20,18,34,54,20
Utica NY,NY,526,2008,69,14,40,48,47,53,83,47,12
Utica NY,NY,526,2009,60,15,21,56,46,68,56,69,36
Utica NY,NY,526,2010,59,60,43,38,27,57,54,39,48
Utica NY,NY,526,2011,63,30,75,62,67,62,51,61,51
Utica NY,NY,526,2012,66,33,83,59,67,56,51,69,57
Utica NY,NY,526,2013,69,31,80,71,71,78,51,77,60
Utica NY,NY,526,2014,81,25,72,66,63,47,61,53,65
Utica NY,NY,526,2015,73,25,86,75,77,77,49,55,75
Utica NY,NY,526,2016,73,39,68,83,74,64,53,71,74
Utica NY,NY,526,2017,68,33,66,80,81,58,51,70,73
Victoria TX,TX,626,2004,64,0,100,35,0,0,0,35,0
Victoria TX,TX,626,2005,70,0,14,26,0,0,100,68,76
Victoria TX,TX,626,2006,52,0,44,63,70,0,44,15,0
Victoria TX,TX,626,2007,69,22,43,43,13,0,32,46,64
Victoria TX,TX,626,2008,57,46,28,51,65,0,50,53,26
Victoria TX,TX,626,2009,53,28,18,63,42,0,52,47,45
Victoria TX,TX,626,2010,62,21,25,44,26,0,66,33,42
Victoria TX,TX,626,2011,58,25,56,71,89,0,94,65,54
Victoria TX,TX,626,2012,60,41,54,58,83,0,49,64,67
Victoria TX,TX,626,2013,54,25,63,80,83,0,69,75,77
Victoria TX,TX,626,2014,68,14,64,76,69,0,100,44,52
Victoria TX,TX,626,2015,66,34,51,72,81,0,61,43,58
Victoria TX,TX,626,2016,65,33,58,87,66,0,68,70,58
Victoria TX,TX,626,2017,63,31,58,84,76,0,76,57,69
Waco-Temple-Bryan TX,TX,625,2004,40,11,37,39,13,40,17,14,19
Waco-Temple-Bryan TX,TX,625,2005,54,15,12,21,22,19,15,37,32
Waco-Temple-Bryan TX,TX,625,2006,44,16,23,37,47,28,23,16,38
Waco-Temple-Bryan TX,TX,625,2007,56,34,32,52,20,37,28,50,42
Waco-Temple-Bryan TX,TX,625,2008,52,33,26,44,46,33,51,49,27
Waco-Temple-Bryan TX,TX,625,2009,48,26,19,54,52,51,33,49,30
Waco-Temple-Bryan TX,TX,625,2010,53,61,26,34,31,39,49,35,45
Waco-Temple-Bryan TX,TX,625,2011,48,44,52,64,62,44,50,54,74
Waco-Temple-Bryan TX,TX,625,2012,50,45,68,57,70,59,49,55,77
Waco-Temple-Bryan TX,TX,625,2013,55,39,65,64,67,54,47,59,77
Waco-Temple-Bryan TX,TX,625,2014,63,35,53,66,74,36,62,56,53
Waco-Temple-Bryan TX,TX,625,2015,56,49,64,69,71,66,54,51,62
Waco-Temple-Bryan TX,TX,625,2016,55,55,63,77,79,81,42,51,74
Waco-Temple-Bryan TX,TX,625,2017,57,41,64,79,75,81,45,65,92
Washington DC,DC,511,2004,47,5,33,37,11,31,15,15,46
Washington DC,DC,511,2005,66,15,9,21,24,17,21,36,42
Washington DC,DC,511,2006,51,21,18,38,40,23,27,21,55
Washington DC,DC,511,2007,62,29,30,53,18,28,30,45,52
Washington DC,DC,511,2008,55,19,21,38,42,17,43,42,21
Washington DC,DC,511,2009,42,17,11,47,33,23,25,30,26
Washington DC,DC,511,2010,42,31,13,27,16,14,30,21,25
Washington DC,DC,511,2011,56,32,47,62,57,33,53,49,68
Washington DC,DC,511,2012,60,33,57,58,60,48,54,50,59
Washington DC,DC,511,2013,64,30,57,62,63,50,48,53,70
Washington DC,DC,511,2014,66,30,46,60,52,38,47,43,59
Washington DC,DC,511,2015,60,32,50,62,56,47,47,42,63
Washington DC,DC,511,2016,63,39,52,77,59,53,45,51,70
Washington DC,DC,511,2017,63,31,54,73,55,59,43,54,79
Watertown NY,NY,549,2004,28,0,41,16,48,27,19,28,74
Watertown NY,NY,549,2005,63,0,9,26,62,11,14,50,53
Watertown NY,NY,549,2006,48,34,13,29,68,11,37,29,64
Watertown NY,NY,549,2007,53,34,37,40,13,39,30,59,45
Watertown NY,NY,549,2008,67,32,39,49,90,23,85,82,55
Watertown NY,NY,549,2009,63,10,26,56,68,68,26,75,41
Watertown NY,NY,549,2010,66,26,32,34,30,33,41,74,35
Watertown NY,NY,549,2011,58,49,66,61,68,44,51,57,65
Watertown NY,NY,549,2012,60,34,70,61,73,70,43,63,74
Watertown NY,NY,549,2013,63,25,86,69,71,69,39,69,77
Watertown NY,NY,549,2014,72,25,71,66,70,50,37,55,75
Watertown NY,NY,549,2015,61,36,65,70,71,48,41,56,61
Watertown NY,NY,549,2016,70,35,69,76,77,61,34,69,70
Watertown NY,NY,549,2017,70,29,70,75,87,46,45,69,99
Wausau-Rhinelander WI,WI,705,2004,46,6,45,39,19,32,31,13,26
Wausau-Rhinelander WI,WI,705,2005,73,16,15,27,17,28,30,44,33
Wausau-Rhinelander WI,WI,705,2006,51,23,25,35,62,27,46,30,50
Wausau-Rhinelander WI,WI,705,2007,63,58,38,48,20,30,43,72,49
Wausau-Rhinelander WI,WI,705,2008,63,38,31,46,48,24,71,64,22
Wausau-Rhinelander WI,WI,705,2009,61,27,21,60,52,46,46,61,41
Wausau-Rhinelander WI,WI,705,2010,68,49,29,41,26,39,61,40,52
Wausau-Rhinelander WI,WI,705,2011,62,69,67,69,69,45,55,66,73
Wausau-Rhinelander WI,WI,705,2012,61,70,77,61,59,71,55,66,72
Wausau-Rhinelander WI,WI,705,2013,65,59,73,69,69,59,53,75,73
Wausau-Rhinelander WI,WI,705,2014,71,73,65,75,61,52,54,73,68
Wausau-Rhinelander WI,WI,705,2015,66,56,69,69,75,68,50,66,75
Wausau-Rhinelander WI,WI,705,2016,65,58,65,76,75,52,44,78,81
Wausau-Rhinelander WI,WI,705,2017,64,46,69,76,76,59,45,90,76
West Palm Beach-Ft. Pierce FL,FL,548,2004,44,5,35,29,15,23,19,18,41
West Palm Beach-Ft. Pierce FL,FL,548,2005,62,15,11,18,18,8,30,35,20
West Palm Beach-Ft. Pierce FL,FL,548,2006,48,19,18,32,43,18,40,20,30
West Palm Beach-Ft. Pierce FL,FL,548,2007,63,34,30,46,15,22,38,45,34
West Palm Beach-Ft. Pierce FL,FL,548,2008,66,21,28,42,38,19,75,50,19
West Palm Beach-Ft. Pierce FL,FL,548,2009,50,19,15,54,38,35,48,43,28
West Palm Beach-Ft. Pierce FL,FL,548,2010,51,32,19,29,19,18,47,30,23
West Palm Beach-Ft. Pierce FL,FL,548,2011,61,45,49,61,60,26,73,59,49
West Palm Beach-Ft. Pierce FL,FL,548,2012,64,41,56,56,55,36,76,62,50
West Palm Beach-Ft. Pierce FL,FL,548,2013,61,27,45,55,49,26,56,52,38
West Palm Beach-Ft. Pierce FL,FL,548,2014,78,41,51,68,60,34,80,63,52
West Palm Beach-Ft. Pierce FL,FL,548,2015,71,45,54,71,57,48,80,55,59
West Palm Beach-Ft. Pierce FL,FL,548,2016,70,44,51,73,61,47,78,59,55
West Palm Beach-Ft. Pierce FL,FL,548,2017,70,33,54,74,65,49,77,70,69
Wheeling WV-Steubenville OH,OH,554,2004,50,11,35,32,32,18,33,35,25
Wheeling WV-Steubenville OH,OH,554,2005,71,35,16,19,24,13,26,67,16
Wheeling WV-Steubenville OH,OH,554,2006,63,18,33,49,53,21,33,22,36
Wheeling WV-Steubenville OH,OH,554,2007,82,30,52,62,26,31,25,69,62
Wheeling WV-Steubenville OH,OH,554,2008,64,29,35,43,54,19,38,60,38
Wheeling WV-Steubenville OH,OH,554,2009,68,45,24,69,42,32,46,37,48
Wheeling WV-Steubenville OH,OH,554,2010,75,48,45,50,33,39,60,39,37
Wheeling WV-Steubenville OH,OH,554,2011,64,41,64,79,74,38,78,74,60
Wheeling WV-Steubenville OH,OH,554,2012,77,23,82,56,100,38,75,72,61
Wheeling WV-Steubenville OH,OH,554,2013,75,38,78,77,92,41,69,87,66
Wheeling WV-Steubenville OH,OH,554,2014,87,46,77,86,85,37,70,87,64
Wheeling WV-Steubenville OH,OH,554,2015,74,48,75,79,76,60,68,66,80
Wheeling WV-Steubenville OH,OH,554,2016,76,39,63,76,100,53,60,73,66
Wheeling WV-Steubenville OH,OH,554,2017,72,24,73,85,100,43,56,88,80
Wichita Falls TX & Lawton OK,OK,627,2004,40,15,32,29,15,57,27,17,26
Wichita Falls TX & Lawton OK,OK,627,2005,61,55,8,20,37,27,42,51,30
Wichita Falls TX & Lawton OK,OK,627,2006,49,15,26,37,34,18,48,26,26
Wichita Falls TX & Lawton OK,OK,627,2007,46,46,32,62,18,36,57,56,39
Wichita Falls TX & Lawton OK,OK,627,2008,54,23,28,47,65,26,80,60,22
Wichita Falls TX & Lawton OK,OK,627,2009,60,23,19,65,62,60,53,65,37
Wichita Falls TX & Lawton OK,OK,627,2010,64,46,24,49,30,37,70,39,48
Wichita Falls TX & Lawton OK,OK,627,2011,53,23,57,68,69,39,82,58,61
Wichita Falls TX & Lawton OK,OK,627,2012,52,37,63,58,75,50,86,54,53
Wichita Falls TX & Lawton OK,OK,627,2013,59,23,64,70,81,57,70,59,60
Wichita Falls TX & Lawton OK,OK,627,2014,66,39,65,71,80,55,75,46,71
Wichita Falls TX & Lawton OK,OK,627,2015,60,49,75,75,82,53,71,55,64
Wichita Falls TX & Lawton OK,OK,627,2016,61,32,66,84,82,48,75,65,64
Wichita Falls TX & Lawton OK,OK,627,2017,59,23,65,71,84,45,72,74,71
Wichita-Hutchinson KS,KS,678,2004,39,6,53,38,18,44,13,21,40
Wichita-Hutchinson KS,KS,678,2005,60,12,13,21,23,23,21,49,32
Wichita-Hutchinson KS,KS,678,2006,44,22,26,39,35,35,27,23,46
Wichita-Hutchinson KS,KS,678,2007,62,37,39,50,21,37,28,63,37
Wichita-Hutchinson KS,KS,678,2008,60,21,32,40,46,28,39,67,19
Wichita-Hutchinson KS,KS,678,2009,55,21,21,57,64,37,36,61,32
Wichita-Hutchinson KS,KS,678,2010,61,30,28,39,25,30,45,39,39
Wichita-Hutchinson KS,KS,678,2011,56,32,60,70,58,38,55,63,53
Wichita-Hutchinson KS,KS,678,2012,58,38,67,56,61,47,50,59,53
Wichita-Hutchinson KS,KS,678,2013,60,22,62,64,67,42,53,64,51
Wichita-Hutchinson KS,KS,678,2014,66,28,53,59,66,30,58,51,42
Wichita-Hutchinson KS,KS,678,2015,65,51,68,70,72,51,52,57,62
Wichita-Hutchinson KS,KS,678,2016,63,43,60,80,75,43,45,65,58
Wichita-Hutchinson KS,KS,678,2017,65,38,63,79,72,49,50,70,76
Wilkes Barre-Scranton PA,PA,577,2004,48,7,60,31,12,41,23,18,49
Wilkes Barre-Scranton PA,PA,577,2005,64,20,15,21,32,29,23,50,38
Wilkes Barre-Scranton PA,PA,577,2006,53,20,27,37,39,39,36,23,47
Wilkes Barre-Scranton PA,PA,577,2007,69,24,46,56,22,41,36,57,48
Wilkes Barre-Scranton PA,PA,577,2008,67,17,34,42,66,26,60,59,29
Wilkes Barre-Scranton PA,PA,577,2009,63,18,24,61,57,47,49,63,40
Wilkes Barre-Scranton PA,PA,577,2010,68,33,30,38,33,30,68,43,50
Wilkes Barre-Scranton PA,PA,577,2011,65,28,67,63,68,35,77,61,71
Wilkes Barre-Scranton PA,PA,577,2012,67,34,81,63,76,52,78,62,69
Wilkes Barre-Scranton PA,PA,577,2013,73,33,78,68,79,58,70,70,72
Wilkes Barre-Scranton PA,PA,577,2014,80,32,71,72,78,42,79,63,68
Wilkes Barre-Scranton PA,PA,577,2015,74,41,76,74,84,54,74,62,71
Wilkes Barre-Scranton PA,PA,577,2016,71,39,67,78,89,44,70,66,68
Wilkes Barre-Scranton PA,PA,577,2017,73,28,72,75,83,50,72,73,83
Wilmington NC,NC,550,2004,50,12,44,42,19,32,15,21,32
Wilmington NC,NC,550,2005,69,12,12,23,37,25,36,47,44
Wilmington NC,NC,550,2006,53,20,21,37,33,22,44,16,32
Wilmington NC,NC,550,2007,65,29,37,54,27,29,41,61,39
Wilmington NC,NC,550,2008,73,18,37,49,66,26,73,64,28
Wilmington NC,NC,550,2009,64,21,22,65,72,49,51,66,43
Wilmington NC,NC,550,2010,67,33,28,45,32,35,75,44,50
Wilmington NC,NC,550,2011,61,37,59,67,69,40,76,78,69
Wilmington NC,NC,550,2012,62,43,65,57,62,55,68,71,52
Wilmington NC,NC,550,2013,67,39,72,63,66,55,70,81,67
Wilmington NC,NC,550,2014,77,51,60,71,66,53,75,73,66
Wilmington NC,NC,550,2015,68,42,67,64,63,60,66,65,64
Wilmington NC,NC,550,2016,64,38,61,74,67,51,57,73,62
Wilmington NC,NC,550,2017,70,34,58,75,67,54,53,83,74
Yakima-Pasco-Richland-Kennewick WA,WA,810,2004,44,2,37,32,9,30,6,14,27
Yakima-Pasco-Richland-Kennewick WA,WA,810,2005,66,15,11,23,25,10,20,46,28
Yakima-Pasco-Richland-Kennewick WA,WA,810,2006,44,23,27,42,32,25,19,19,36
Yakima-Pasco-Richland-Kennewick WA,WA,810,2007,59,20,36,57,18,38,18,53,43
Yakima-Pasco-Richland-Kennewick WA,WA,810,2008,57,25,33,47,39,27,45,63,26
Yakima-Pasco-Richland-Kennewick WA,WA,810,2009,59,22,18,59,52,52,38,54,37
Yakima-Pasco-Richland-Kennewick WA,WA,810,2010,60,36,30,38,27,27,47,42,62
Yakima-Pasco-Richland-Kennewick WA,WA,810,2011,55,30,62,68,56,40,49,57,66
Yakima-Pasco-Richland-Kennewick WA,WA,810,2012,55,31,67,67,58,49,54,57,65
Yakima-Pasco-Richland-Kennewick WA,WA,810,2013,59,29,67,71,57,65,39,62,66
Yakima-Pasco-Richland-Kennewick WA,WA,810,2014,67,34,63,70,68,57,48,57,60
Yakima-Pasco-Richland-Kennewick WA,WA,810,2015,61,40,62,83,70,57,41,52,69
Yakima-Pasco-Richland-Kennewick WA,WA,810,2016,58,39,62,82,73,50,32,57,65
Yakima-Pasco-Richland-Kennewick WA,WA,810,2017,58,25,62,80,72,48,34,60,78
Youngstown OH,OH,536,2004,45,6,79,29,9,56,25,12,27
Youngstown OH,OH,536,2005,58,11,17,32,11,18,25,33,17
Youngstown OH,OH,536,2006,49,9,31,34,50,43,24,29,31
Youngstown OH,OH,536,2007,65,27,45,64,19,42,29,59,21
Youngstown OH,OH,536,2008,69,15,44,47,39,28,59,80,19
Youngstown OH,OH,536,2009,56,16,25,58,63,38,39,55,36
Youngstown OH,OH,536,2010,69,33,33,37,30,45,61,46,31
Youngstown OH,OH,536,2011,64,36,70,59,73,47,70,66,51
Youngstown OH,OH,536,2012,69,47,85,61,70,63,67,55,51
Youngstown OH,OH,536,2013,72,36,76,69,76,58,53,70,54
Youngstown OH,OH,536,2014,82,33,68,69,83,50,64,60,59
Youngstown OH,OH,536,2015,72,47,68,77,79,65,63,59,62
Youngstown OH,OH,536,2016,72,33,68,73,90,46,52,66,56
Youngstown OH,OH,536,2017,73,23,71,80,84,45,58,73,70
Yuma AZ-El Centro CA,CA,771,2004,36,0,45,31,0,27,19,23,54
Yuma AZ-El Centro CA,CA,771,2005,40,25,14,27,0,18,15,21,58
Yuma AZ-El Centro CA,CA,771,2006,33,43,23,37,32,39,10,30,69
Yuma AZ-El Centro CA,CA,771,2007,42,42,52,26,16,48,16,29,39
Yuma AZ-El Centro CA,CA,771,2008,62,56,51,47,38,39,66,53,35
Yuma AZ-El Centro CA,CA,771,2009,53,28,23,74,62,85,47,58,52
Yuma AZ-El Centro CA,CA,771,2010,61,0,25,43,16,40,54,40,54
Yuma AZ-El Centro CA,CA,771,2011,48,29,63,66,49,49,61,43,43
Yuma AZ-El Centro CA,CA,771,2012,53,19,72,58,56,60,44,44,43
Yuma AZ-El Centro CA,CA,771,2013,56,41,64,64,63,55,35,66,43
Yuma AZ-El Centro CA,CA,771,2014,60,54,70,70,61,51,44,49,46
Yuma AZ-El Centro CA,CA,771,2015,58,55,65,72,64,72,34,43,51
Yuma AZ-El Centro CA,CA,771,2016,55,54,58,75,69,55,31,52,53
Yuma AZ-El Centro CA,CA,771,2017,57,57,60,80,71,48,36,55,65
Zanesville OH,OH,596,2004,31,0,39,23,54,0,43,14,0
Zanesville OH,OH,596,2005,68,48,4,21,0,23,21,32,22
Zanesville OH,OH,596,2006,55,0,26,33,94,24,24,23,25
Zanesville OH,OH,596,2007,56,36,43,39,34,28,27,46,46
Zanesville OH,OH,596,2008,51,0,27,32,59,22,47,46,24
Zanesville OH,OH,596,2009,57,19,18,60,33,28,21,31,27
Zanesville OH,OH,596,2010,65,35,23,29,35,26,64,37,26
Zanesville OH,OH,596,2011,66,54,66,73,71,32,84,60,41
Zanesville OH,OH,596,2012,63,78,71,61,60,54,84,76,47
Zanesville OH,OH,596,2013,66,30,81,74,82,37,54,57,63
Zanesville OH,OH,596,2014,80,20,62,57,82,47,72,67,73
Zanesville OH,OH,596,2015,73,21,67,48,83,53,62,55,60
Zanesville OH,OH,596,2016,78,39,68,75,86,48,59,78,69
Zanesville OH,OH,596,2017,68,16,82,83,90,42,77,72,79
